編號,基金會名稱,郵遞區號,住址,董事長,目的,許可日期,文號,原始設立基金,目前基金總額,連絡電話,聯絡人,FAX,郵遞區號,聯絡地址,備註
337,財團法人大成文教基金會,710,臺南市永康區蔦松村蔦松二街3號,韓浩然,服務人群，獎助文化公益事業。,1991-12-30,臺(80)社470514號,10000000,10000000,02-2657-7111,常岡德,(02)8647-1990,114,臺北市內湖區文湖街20號8樓,
338,財團法人金豊佛苑文教基金會,500,彰化縣彰化市荊桐里彰水路186號,紀金標,以推廣社會教育為宗旨，藉由藝術活動之普及與佛教教義之發揚，達成淨化人心，促進社會和諧之理想。,1992-04-20,臺(87)社(四)87087644號,10000000,34240000,(04)763-7283,李麗芳,(04)761-8273,500,彰化縣彰化市荊桐里彰水路186號,
339,財團法人嘉新兆福文化基金會,104,臺北市中山區中山北路2段96號,李煥,以獎助文化事業為目的。,1963-09-19,(52)北市教四社41800號,10000000,62718393,(02)2523-1461,曾武雄,(02)2523-1204,104,臺北市中山區中山北路2段96號,
341,財團法人佛光淨土文教基金會,110,臺北市信義區松隆路327號13樓,星雲,推展宗教學術研究，聯合世界宗教學術團體，促進國際文化與宗教學術交流，為國家提昇國際地位，以淨化人心、安定社會為宗旨。,1992-03-17,臺(81)社13699號,10000000,1050356911,(07)656-1921#1145,滿勇法師,(07)656-5940,840,高雄市大樹區興田里興田路153號,
342,財團法人史丹福學術文教基金會,108,臺北市萬華區大理街132號,余範英,以協助科技發展，促進國內外有關教育、中國文化、科技、生化醫學及經濟發展之學術交流，進而提昇中華民國人文及科技水準，並增加外國人士對中國文化及台灣經驗之認識，促進國家進步為宗旨。,1992-04-21,臺(81)社17589號,10000000,10000000,(02)2656-2386#321,程詩潔,(02)2797-6047,114,臺北市內湖區內湖路1段252號7樓,
345,財團法人法鼓山文教基金會,112,臺北市北投區公館路186號,余宏仁,以淨化人心、促進社會祥和、贊助興辦教育、學術、文化、社會公益事業，建設暨推動佛教學術文化為宗旨。,1992-03-17,臺(81)社13757號,10000000,217777287,(02)2893-9966#6607,賴沛琳,(02)2896-1135,112,臺北市北投區公館路186號,
347,財團法人孫文學術思想研究交流基金會,105,臺北市松山區三民路35巷6號2樓,趙玲玲,以促進孫逸仙思想學術研究與發展，並協助推動國家民主、統一為宗旨。,1992-08-15,臺(81)社45557號,10000000,10000000,(02)2248-0439,初建元,(02)2245-9688,235,新北市中和區中和路230巷1號4樓,
348,財團法人極忠文教基金會,231,新北市新店區北新路2段159號,李子弋,以研究天帝宇宙大道，發揚中華學術文化，暨提倡孫逸仙先生思想，促進早日實現以三民主義和平統一中國，為人類謀求和平幸福，進而達成宗教大同，世界大同、天人大同之長期奮鬥目標為宗旨。,1992-04-28,臺(81)社21573號,10000000,10000000,(049)289-8446,朱惠專,(049)289-8600,555,南投縣魚池鄉中明村文正巷41號,
349,財團法人金車教育基金會,100,臺北市中正區羅斯福路3段230號,李添財,發揚中國固有優良傳統文化，鼓舞社會善良風氣，推動社會公益，提升大眾生活品質。,1980-12-31,北市教四63930號,2000000,1488410050,(02)2366-2828#6503,吳德琳,(02)2365-9053,100,臺北市中正區羅斯福路3段230號,
350,財團法人信義文化基金會,110,臺北市信義區信義路5段100號,周俊吉,以推廣社會教育、學術研究及文化交流活動，進而宏揚優質文化、提昇生活品質、促進和諧人生為宗旨。,1992-05-28,臺(81)社28346號,20000000,20000000,(02)2722-5068,賴輝鴻,(02)2706-0438,110,臺北市信義區信義路5段100號,
351,財團法人樹欉生活共生文教基金會,814,高雄市仁武區鳳仁路307巷66號,張登旺,以舉辦或捐助促進人類生活共生事業為目的。,1992-05-30,臺(81)社28713號,10000000,10000000,(07)373-3737,林雅惠,(07)2229-33331,814,高雄市仁武區鳳仁路307巷66號,
352,財團法人促進中國現代化學術研究基金會,106,臺北市大安區敦化南路2段164號11樓之1,梅可望,以推動中國現代化問題之學術研究，並促進中國邁向自由、平等、富強之現化國家為宗旨。,1992-06-22,臺(81)社33217號,30000000,43900000,(02)2736-6953,王耀華,(02)2377-1545,106,臺北市大安區敦化南路2段164號11樓之1,
353,財團法人國家建設文教基金會,100,臺北市中正區南昌路2段112號8樓,陳志奇,促進國家文化、教育、政治與社會建設。創造國家民族恢弘璀璨的新時代。,1992-06-23,臺(81)社33231號,10000000,10000000,(02)2369-7712,王體君,(02)2362-6565,100,臺北市中正區南昌路2段112號8樓,
354,財團法人中華幼兒教育發展基金會,402,臺中市南區學府路79號11樓之6,黃啟惟,以創造幼兒教育良性發展環境，提昇幼教品質、護益幼苗成長為宗旨。,1992-06-30,臺(81)社34980號,25000000,25000000,(02)2369-3852,陳珮潔,(02)2369-2171,106,臺北市大安區和平東路1段274號6樓,
355,財團法人味丹文教基金會,433,臺中市沙鹿區興安路81號,楊正,獎掖教育文化活動，期使國家社會安和樂利。,1992-07-14,臺(81)社38232號,10000000,22000000,(04)2662-2111#2955,張榮宗,(04)2662-6505,433,臺中市沙鹿區興安路65號,
359,財團法人樂喜文教基金會,105,臺北市松山區民生東路3段128號12樓,林文雄,以推展文教活動為宗旨。,1992-09-08,臺(81)社49994號,10000000,12088038,(02)2713-5679#301,陳建州,(02)2713-4090,105,臺北市松山區民生東路3段128號12樓,
360,財團法人蔡火石紀念文教基金會,241,新北市三重區頂崁街225號3樓,蔡明堂,以紀念故三重市長蔡火石先生，接續關懷地方，回饋社會之遺志，提昇地方文化氣息，綱正社會道德風氣為宗旨。,1992-09-08,臺(81)社49995號,30000000,30000000,(02)2983-6688,鄭雅玲,(02)2983-7189,241,新北市三重區頂崁街225號3樓,
362,財團法人國會觀察文教基金會,0,臺北市北投區行義路130巷22號,黃光國,以推行民主法治之社會教育為宗旨。,1992-10-06,臺(81)社50390號,10000000,10000000,(02)2861-0511#29901,姚立明,,0,臺北市北投區行義路130巷22號,
364,財團法人連清傳文教基金會,241,新北市三重區五谷王北街141巷1號,連勝彥,以協助政府推廣教育政策，推動文化學術研究，資助家境清寒優秀學生及有志向上升學之優秀學生為宗旨。,1992-10-29,臺(81)社59696號,10000000,12000000,(02)2995-5535#112,歐宗智,(02)2999-2769,241,新北市三重區五谷王北街141巷1號,
365,財團法人余夢燕新聞文教基金會,104,臺北市中山區撫順街8號2樓,張家驤,提昇新聞水準。促進國內外新聞文化交流。加強中外瞭解。提高英文資訊。積極參與政府團體文教活動。,1992-10-29,臺(81)社59766號,20000000,20000000,(02)2596-9971#622,涂麗珠,(02)2595-7962,104,臺北市中山區撫順街8號2樓,
366,財團法人天惠道德文教基金會,103,臺北市大同區重慶北路2段67號3樓之7,周萬居,研究孔孟聖賢真理，闡發道德真義，獎勵忠孝節義，藉以宏揚中華文化，復興綱常倫理，俾利倡導純樸風氣，促進社會祥和，民生福利。,1992-11-02,臺(81)社8629號,10000000,30215021,(02)2821-5041,馮睿宏,,103,臺北市大同區重慶北路2段67號3樓之7,
367,財團法人崇華堂文教基金會,111,臺北市士林區承德路4段308號6樓,吳信正,發揚中國固有文化，提倡人倫道德，激發世道人心，改善社會風氣。,1992-10-31,臺(81)社59909號,10000000,10000000,(02)2883-2511,黃淑敏,,111,臺北市士林區承德路4段308號6樓,
368,財團法人誠正勤樸學術基金會,106,臺北市大安區和平東路1段162號,郭義雄,以協助國立臺灣師範大學教育學術發展、提昇研究水準、改善教學環境為宗旨。,1992-10-29,臺(81)社59785號,11000000,36584783,(02)2363-3162,張淑媛,,106,臺北市大安區和平東路1段162號,原「國立臺灣師範大學教育學術基金會」
369,財團法人中國國際商業銀行文教基金會,104,臺北市中山區吉林路100號,魏美玉,以從事社會文教事業為目的。,1992-11-09,臺(81)社61594號,50000000,200000000,(02)2563-3156#6455,林嘉瑩,(02)2356-8936,104,臺北市中山區吉林路100號,
370,財團法人臺灣醫學發展基金會,106,臺北市大安區敦化南路1段138號15樓,陳維昭,以促進臺灣醫學發展及提昇醫學研究與教學水準為宗旨。,1992-10-30,臺(81)社59990號,10000000,33361421,(02)2363-4090,蔡素女,(02)2362-1877,100,臺北市中正區信義路2段15號5樓之2,
371,財團法人嚴寬祜文教基金會,110,臺北市信義區逸仙路50巷12號7樓之2,葉瑞圻,以弘揚佛陀智慧及慈悲精神，淨化人心及建設人間淨土，協助推廣心靈成長終身學習教育，培養宗教師資人才、促進國際佛教教育的交流為宗旨。,1992-12-22,臺(81)社70331號,20000000,20000000,(02)2723-9977,張麗珠,(02)2723-0226,110,臺北市信義區逸仙路50巷12號7樓之2,
372,財團法人德華文教基金會,970,花蓮縣花蓮市中和街214巷6號,陳慧珠,以發揚固有文化、傳統道德、導正社會人心為宗旨。,1992-12-22,臺(81)社70393號,10000000,10000000,(03)833-7672,林燕玉,(02)2624-2819,0,花蓮縣花蓮市中和街214巷6號,
373,財團法人吳伯楨肝臟研究基金會,100,臺北市中正區中山南路7號,陳定信,以鼓勵從事肝臟學，尤其有關肝癌、肝硬化、肝炎及藥物、化學物品引起的肝損傷之研究及相關事宜為宗旨。,1992-11-18,臺(82)社69895號,10000000,13000000,(02)2312-3456#7122,江淑貞,(02)2382-5962,100,臺北市中正區中山南路7號,
374,財團法人淨土宗文教基金會,110,臺北市信義區信義路5段150巷22弄41號,黃偉修,闡揚中華佛學與固有文化，倡導科學、理性、人文之現代佛法，淨化人心，促進社會和諧。,1992-12-22,臺(81)社70404號,10000000,43580000,(02)2758-0689,駱玉珠,(02)8780-7050,110,臺北市信義區信義路5段150巷22弄41號,
376,財團法人曉明文教基金會,404,臺中市北區大雅路452號,朱南子,以提昇我國文教水準，充實國人性靈生活，增進社會祥和為宗旨。,1992-11-25,臺(81)社70395號,10000000,14000000,(04)2292-1175#341,劉人華,(04)2296-9722,404,臺中市北區大雅路452號,
377,財團法人大元教育基金會,106,臺北市大安區忠孝東路4段218之3號10樓,姚任祥,以促進國內建築教育及設計學術水準，辦理公益性質文化教育相關工作為宗旨。,1992-12-22,臺(81)社70326號,20000000,20000000,(02)2711-5050,任祥,(02)2772-2877,106,臺北郵政96-269信箱,原「大元文教基金會」
378,財團法人心光視障教育基金會,242,新北市新莊區中正路384號,曾文雄,以發展視障教育為宗旨。,1992-12-24,臺(81)社70772號,10000000,10000000,(02)2998-5588#802,王麗香,(02)2998-5558,242,新北市新莊區中正路384號,
381,財團法人大學入學考試中心基金會,106,臺北市大安區舟山路237號,李嗣涔,以從事研究並改進大學入學之制度與命題技術為宗旨。,1993-02-26,臺(82)社10506號,10260000,515750000,(02)2366-1416#802,嵇本芝,(02)2369-1474,106,臺北郵政71之64號信箱,
382,財團法人中華道統文教基金會,350,苗栗縣竹南鎮博愛路48號6樓,蔡桔來,宏揚中華優良文化、提昇精神文明及生活品質、促進文化建設、增進善良習俗、使道統深植人心、以確立安身立命之基石。,1993-04-15,臺(82)社019806號,10000000,10000000,(02)2521-1928#15,蕭雪貞,(02)2531-9371,104,臺北市中山區四平街50號3樓,
383,財團法人駱駝教育基金會,404,臺中市北區雙十路1段16號,蔡長啟,以實踐國立臺灣體育專科學校設校目標，激勵教職員生，並提昇體育水準及推展文教活動為宗旨。,1993-04-14,臺(82)社19555號,12000000,15000000,(04)2221-3136#1208,林幸慧,(04)2225-1142,404,臺中市北區雙十路1段16號,
387,財團法人俞國華文教基金會,100,臺北市中正區忠孝西路1段50號14樓之28,王紹堉,以從事社會文教事業為目的。,1993-07-30,臺(82)社042785號,45000000,105022209,(02)2370-2788,王克定,(02)2370-2788,100,臺北市中正區忠孝西路1段50號14樓之28,
388,財團法人大眾教育基金會,114,臺北市內湖區陽光街300號8樓,簡明仁,對被忽略或弱勢的群體及區域，進行教化活動之獎助、捐助及推廣。,1993-08-04,臺(82)社043694號,30000000,30000000,(02)5599-8695,陳素綿,(02)8751-8720,114,臺北市內湖區陽光街300號9樓,
390,財團法人吳德祿教授醫學文教基金會,100,臺北市中山區民權東路1段60號,曾春典,以促進醫學之研究發展為宗旨。,1993-10-05,臺(82)社55515號,10000000,11500000,(02)2312-3456#65036,盧雪鳳,,100,臺北市中正區台大醫學院,
391,財團法人華婉文教基金會,300,新竹市興學街93號,詹宣勇,以從事社教文化及公益事業為宗旨,1993-10-12,臺(82)社06478號,10000000,12000000,(03)561-4486,徐女順,(03)561-9669,300,新竹市興學街93號,
392,財團法人海棠文教基金會,100,臺北市中正區汀州路2段115之1號5樓,朱鳳芝,以促進教育文化、福利服務、產業發展之公益事業為宗旨。,1993-10-28,臺(82)社060243號,10000000,10000000,(02)2362-0689,陳俋潓,(02)2362-0107,100,臺北市中正區汀州路二段115之1號5樓,
393,財團法人月涵文教基金會,106,臺北市大安區金華街110號,陳力俊,以協助國立清華大學校務發展，聯繫清華校友為宗旨。,1993-11-11,臺(82)社63043號,11116932,20213947,(03)516-2371,黃淑婷,(03)573-4461,300,新竹市光復路2段101號,原「清華文教基金會」
394,財團法人東陽吳篙文教基金會,709,臺南市安南區安和路2段92號,吳永豐,推展文化、教育為宗旨。,1993-11-22,臺(82)社64930號,10000000,10000000,(06)256-0511#6135,栱櫻芬,(06)3567-475,709,臺南市安南區安和路2段98號,
395,財團法人東元科技文教基金會,104,臺北市中山區松江路156之2號9樓,郭瑞嵩,培育科技人才、提倡前瞻思想、促進社會進步為宗旨，推展相關科技文教公益活動。,1993-11-11,臺(82)社063044號,10000000,10000000,(02)2542-2338#18,洪欣儀,(02)2542-2570,104,臺北市中山區松江路156之2號9樓,
396,財團法人國家政策研究基金會,100,臺北市中正區杭州南路1段16號,連戰,以研究國家政策、促進國家進步與發展為宗旨。,1993-11-10,臺(82)社62939號,10000000,643000000,(02)2343-3359,王淑瑤,(02)2343-3357,100,臺北市中正區杭州南路1段16號,
398,財團法人坤泰文教基金會,300,新竹市北大路340號5樓,朱坤塗,興辦並贊助教育文化公益事業為宗旨。,1993-11-17,臺(82)社64067號,10000000,337555106,(03)524-8206#608,徐慧媛,(03)528-1950,300,新竹市北大路340號5樓,
399,財團法人加惠心理諮商文教基金會,103,臺北市大同區承德路1段68號7樓,張卉湄,以發揚心理諮商教育、培育愛心專業人才，並促進心理衛生之文教、學術、公益等活動為宗旨。,1993-12-21,臺(82)社71090號,10000000,10000000,(02)2558-2771,張卉湄,(02)8773-4903,103,臺北市大同區承德路1段68號7樓,
